Video Title,Genre,Comment,Error,Category,Correct Form
নেত্রীর কথা শুনলে এখন হাজার হাজার শ্রমিক রাস্তায় নেমে যাবে' | Sheikh Sharhan Naser Tonmoy,Politics,আরে কত তেলবাজি দলবাজি করবি,0,,আরে কত তেলবাজি দলবাজি করবি
ইতিহাসের সবথেকে ভয়ংকর দুর্গ | যেখানে একবার ঢুকলে কেউ আর ফেরত আসতো না | History of Daulatabad Fort,Miscellaneous,খুব সুন্দর লাগছে থ্যাংক ইউ আপনাকে,1,Code Switching,খুব সুন্দর লাগছে ধন্যবাদ আপনাকে
আন্দালিব রহমান পার্থ: শেখ হাসিনার আত্মীয় হয়েও আওয়ামী লীগের কঠোর সমালোচনা কতটা চাপের?,Politics,ভাই আল্লাহর কাছে দোয়া করি আপনার মতো সবাই মানূষে পাশে দারাক,1,Spelling,ভাই আল্লাহর কাছে দোয়া করি আপনার মতো সবাই মানুষের পাশে দাঁড়াক
Bhalobasbo Basbo Re | ভালোবাসবো বাসবো রে বন্ধু | Riaz & Purnima | Hridoyer Kotha,Entertainment,বাংলা গানের  নাম্বার ১ আমার কাছে এই গান টা রিদয় ছুয়ে যায়,1,Spelling,বাংলা গানের  নাম্বার ১ আমার কাছে এই গান টা হৃদয় ছুঁয়ে যায়
বিএনপির অবস্থান কর্মসূচি ঘিরে রণক্ষেত্র ঢাকার বিভিন্ন প্রবেশমুখ | BNP & Police | Channel 24,Politics,পাবলিক বাস গুড়ি গুড়া পুরানো ঠিক না দেশের খতি হলে আমাদের সবারই খতি,1,Spelling,পাবলিক বাস গুড়ি গুড়া পুরানো ঠিক না দেশের ক্ষতি হলে আমাদের সবারই ক্ষতি
Tejpata | তেজপাতা | Eid Natok 2021 | Apurba | Sabila Nur | New Bangla Natok 2021,Entertainment,ভাই আসুন আমরা সবাই নামাজ পড়ি পাঁচ ওয়াক্ত জামাতের সহিত,0,Spelling,ভাই আসুন আমরা সবাই নামাজ পড়ি পাঁচ ওয়াক্ত জামাতের সহিত
Amar Mon Mojaiya Re X Doyal | আমার মন মজাইয়ারে | Slowed & Reverb | Saif Zohan Bangla New Song 2022,Entertainment,গান আমার কস্ট বারিয়ে দেয়,1,Spelling,গান আমার কষ্ট বাড়িয়ে  দেয়
"পূজা মণ্ডপে কোরআন: ঢাকা ও নোয়াখালীতে জুমার নামাজের পর বিক্ষোভ, সংঘর্ষ ও হামলা | BBC Bangla",News,অবিলম্বে এর বিরুদ্ধে ব্যাবস্থা নেওয়া হোক,1,Spelling,অবিলম্বে এর বিরুদ্ধে ব্যবস্থা  নেওয়া হোক
স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,আমার জীবনের সেরা একজন মানুষ,0,,আমার জীবনের সেরা একজন মানুষ
Full Video | ANANTA JALIL & BARSHA | Both Singing | Radio Next 93.2FM,Entertainment,সারাজীবন আপনার এমন ভালোবাসা থাকুক ভাবির প্রতি,0,,সারাজীবন আপনার এমন ভালোবাসা থাকুক ভাবির প্রতি
"ট্রাকে ট্রাকে ঢুকছে পেঁয়াজ, ধরা অসাধু সিন্ডিকেট | Onion imports | Rtv News",News,আমাদের ওখানে আজ ও ৭৫টাকায় বিকরি হচছে,1,Spelling,আমাদের ওখানে আজ ও ৭৫টাকায় বিক্রি হয়েছে
আপনার অপ্রয়োজনীয় অংশটুকু হয়তো কারো খুশির কারন | Happiness is Sharing | Musfiq R Farhan | AK Nadim,Entertainment,আল্লাহ কাউকে গরিব আবার কাউকে করেছে অনেক ধনি,1,Spelling,আল্লাহ কাউকে গরিব আবার কাউকে করেছে অনেক ধনী
ভাইভা দিতে গিয়ে উল্টো ভাইভা নিলেন মোশাররফ,Entertainment,এমন ইন্টারভিউ দিলে চাকরি হোক বা না হোক হা হা হা ইন্টারেস্টিং,0,,এমন ইন্টারভিউ দিলে চাকরি হোক বা না হোক হা হা হা ইন্টারেস্টিং
ও সাথী আমার তুমি কেন চলে যাও | Bapparaj | Shabnur | Amar Ontore Tumi | Movie Scene,Entertainment,ও সাথী আমার কেনো চলে যাও,1,Spelling,ও সাথী আমার কেন  চলে যাও
বিএনপির সমাবেশে গণগ্রেফতার নিয়ে যে বার্তা দিল যুক্তরাষ্ট্র | BNP | USA | BD Politics | ATN News,Politics,আমিরিকা কি ভাই  আমিরিকা কথা সুনতে হবে,1,Multiple Errors,আমেরিকা কি ভাই আমেরিকার কথা শুনতে হবে
দেশে প্রথমবারের মতো চ্যানেল 24-এর পর্দায় সংবাদ পাঠ করলেন এআই 'অপরাজিতা' | AI Presenter | Channel 24,News,দেশের এই প্রথমবার দেখে খুব ভালো লাগলো,0,,দেশের এই প্রথমবার দেখে খুব ভালো লাগলো
"Coffee Houser sei addata Video, Debashis Sengupta_",Entertainment,আমি একটা ছেলেকে ভালোবাসি আজ ওনি প্রবাসে এই গানটা শুনলে ওনাকে খুব মনে পড়ে,0,,আমি একটা ছেলেকে ভালোবাসি আজ ওনি প্রবাসে এই গানটা শুনলে ওনাকে খুব মনে পড়ে
হুমায়ুন ফরীদির সেরা অভিনয় । Humayun Faridi | Bobita | Amit Hasan | Biyer Prostab | Movie Clip,Entertainment,চোখের পানি ধরে রাখা কঠিন,0,,চোখের পানি ধরে রাখা কঠিন
Amar Mon Mojaiya Re X Doyal | আমার মন মজাইয়ারে | Slowed & Reverb | Saif Zohan Bangla New Song 2022,Entertainment,ভাই যতই আপনার গান শুনি ততই আপনার প্রতি ভালোবাসা বাড়ে,0,,ভাই যতই আপনার গান শুনি ততই আপনার প্রতি ভালোবাসা বাড়ে
মাশরাফী এখনো বাংলাদেশের ক্যাপ্টেন। অন্য ভূমিকায় ফিরিয়ে আনা হোক তাকে || On Field 2023,Sports,ভাই আসলে আপনি একজন অরিজিনাল ক্রিকেট বিশেষজ্ঞ,1,Code Switching,ভাই আসলে আপনি একজন আসল ক্রিকেট বিশেষজ্ঞ
মোবাইলের নেশা 📵 | Mobile Addiction By Tarun Inspiration | Motivational video bangla 2023 | #video,Miscellaneous,ধন্যবাদ ভাইয়া এত সুন্দর করে কথাগুলো সুন্দর করে বুঝানোর জন্য,0,,ধন্যবাদ ভাইয়া এত সুন্দর করে কথাগুলো সুন্দর করে বুঝানোর জন্য
ডলারকে বাদ দেয়ার জন্য কি কি চেষ্টা করে যাচ্ছে ব্রিকস জোট ? | Dollar | News | Ekattor TV,Politics,খুব ভালো লাগলো বলার এ দিন শেষ খুব ভালো,0,,খুব ভালো লাগলো বলার এ দিন শেষ খুব ভালো
Highlights | চ্যাম্পিয়ন বাংলাদেশ! | Bangladesh Vs India | Saff U-19 Women's Championship | T Sports,Sports,আমাকে ছেলেরা পারিনি তোমারা মেয়েরা করে দেখিয়ে দিলে,1,Grammatical,আমার ছেলেরা পারিনি তোমারা মেয়েরা করে দেখিয়ে দিলে
সারাদিনের সার্বিক বন্যা পরিস্থিতি: কেমন আছে সিলেটবাসী? | Sylhet Floods Update News | Flood In BD,Miscellaneous,আল্লাহ তুমি সিলেট বাসিদের সাহায্য করো,1,Spelling,আল্লাহ তুমি সিলেটবাসীদের সাহায্য করো
"Coffee Houser sei addata Video, Debashis Sengupta_",Entertainment,খুব ভালো লাগে স্কুল লাইফ কলেজ লাইফ বেস্ট ছিলো২০২৩,0,,খুব ভালো লাগে স্কুল লাইফ কলেজ লাইফ বেস্ট ছিলো২০২৩
Barishal । বরিশাল । Barishal Travel Vlog । History of Barishal Bangladesh । Barishal Vromon Guide,Entertainment,আমি বরিশালের লোক কিন্তু  এতো কিছু  দেখা হয় নায় আসা করছি  বাংলাদেশে আসলে অনেক কিছু দেখবো ইনশাআল্লাহ  আমি ডুবাই থেকে দেখছি অনেক ভালো লাগলো ধন্যবাদ আপনাকে,1,Spelling,আমি বরিশালের লোক কিন্তু এতো কিছু দেখা হয় নায় আশা করছি বাংলাদেশে আসলে অনেক কিছু দেখবো ইনশাআল্লাহ আমি দুবাই থেকে দেখছি অনেক ভালো লাগলো ধন্যবাদ আপনাকে
নেত্রীর কথা শুনলে এখন হাজার হাজার শ্রমিক রাস্তায় নেমে যাবে' | Sheikh Sharhan Naser Tonmoy,Politics,ওরে দেখা যার চুরের মতো,1,Spelling,ওরে দেখা যার চোরের মতো
SOFIKER CHALAKI BANGLA FANNY VIDEO,Entertainment,খুব ভালো ভিডিয়ো,1,Spelling,খুব ভালো ভিডিও
আর্জেন্টিনা VS ব্রাজিল|ফাইনাল|কোপা আমেরিকা ২০২১|Football Bangla Funny Dubbing Mama Problem New,Entertainment,এই রকম আরো বিডিও চাই,0,,এই রকম আরো বিডিও চাই
প্রবাসী আফরোজা দেশে এসে শ্বশুরবাড়িতে খু*ন! | অনুসন্ধান | ক্রাইম ওয়াচ | Crime Watch | EP 369 | NTV,News,মহিলা পুলিশ না হয়ে যদি পুরুষ  পুলিশ হতো তা হলে  টাকা খেয়ে মামলা  ফিনিস  করে দিতো,1,Multiple Errors,মহিলা পুলিশ না হয়ে যদি পুরুষ পুলিশ হতো তাহলে  টাকা খেয়ে মামলা শেষ করে দিতো
"মাহমুদুল্লাহ রিয়াদ। বাংলাদেশ ক্রিকেটের নায়ক, মহানায়ক, নাকি সুপারভিলেন?  Mahmudullah Riyad",Sports,মাহমুদুল্লাহ রিয়াদ একজন মহা নায়ক,0,,মাহমুদুল্লাহ রিয়াদ একজন মহা নায়ক
ডলারকে বাদ দেয়ার জন্য কি কি চেষ্টা করে যাচ্ছে ব্রিকস জোট ? | Dollar | News | Ekattor TV,Politics,আলহামদুলিল্লাহ রাশিয়া কে স্বাগত জানাই এবং তাদের জন্য শুভকামনা রইল দোয়া রইল,0,,আলহামদুলিল্লাহ রাশিয়া কে স্বাগত জানাই এবং তাদের জন্য শুভকামনা রইল দোয়া রইল
হুমায়ুন ফরীদির সেরা অভিনয় । Humayun Faridi | Bobita | Amit Hasan | Biyer Prostab | Movie Clip,Entertainment,কান্না চলে আসলো অভিনয় দেখে,0,,কান্না চলে আসলো অভিনয় দেখে
"Coffee Houser sei addata Video, Debashis Sengupta_",Entertainment,সময়ের সাথে সাথে সব কিছু হারিয়ে যায়,0,,সময়ের সাথে সাথে সব কিছু হারিয়ে যায়
বিএনপির হামলার পর যা বললেন পুলিশের ঊর্ধ্বতন কর্মকর্তা | BNP | DMP | Channel 24,Politics,পুলিশের উচিত সত্যের পক্ষে দাঁড়ানো এভাবে পক্ষপাতমুলক অবস্থান নয়,0,,পুলিশের উচিত সত্যের পক্ষে দাঁড়ানো এভাবে পক্ষপাতমুলক অবস্থান নয়
তুরস্কের চেয়ে ভয়াবহ ভূমিকম্পের ঝুঁকিতে বাংলাদেশ | BBC Bangla,News,হযরত রহিমা আঃ  মত আল্লাহ কবুল করুন,1,Grammatical,হযরত রহিমা আঃ এর মত আল্লাহ কবুল করুন
স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,আমার দেখা  বাংলাদেশের একজন বালো মানুষ ছিলো  আল্লাহ   আপনে  তাকে জান্নাত বাসী করুন  আমি বিদেশে  থাকতে  দেখতাম তার টখশো,1,Spelling,আমার দেখা  বাংলাদেশের একজন ভালো মানুষ ছিলো  আল্লাহ  আপনি  তাকে জান্নাতবাসী করুন  আমি বিদেশে  থাকতে  দেখতাম তার টকশো
"Priyo Valobasa, প্রিয় ভালোবাসা | Bangla Natok | Apurba, JS Heme | Bangla Natok 2023, New Natok 2023",Entertainment,অসাধারণ হয়েছে নাটকটা খুব ভালো লেগেছে অনেক অনেক ধন্যবাদ এত সুন্দর একটা নাটক উপহার,0,,অসাধারণ হয়েছে নাটকটা খুব ভালো লেগেছে অনেক অনেক ধন্যবাদ এত সুন্দর একটা নাটক উপহার
"রাশিয়া-ইউক্রেন উত্তেজনার নেপথ্যে কারণ, সত্যি যুদ্ধের পরিস্থিতি তৈরি হয়েছে? || Russia-Ukraine Tension",News,এই নির্বাচনে আন্দালিব রহমান পার্থ কে আমরা প্রেসিডেন্ট হিসেবে দেকতে চাই,1,Spelling,এই নির্বাচনে আন্দালিব রহমান পার্থ কে আমরা প্রেসিডেন্ট হিসেবে দেখতে চাই
বিএনপি নির্বাচিত হলে কাকে প্রধানমন্ত্রী করা হবে জানালেন ফখরুল | BNP | Mirza Fakhrul | ATN News,Politics,পাইখানা করার আগেই বদনা দিয়া দৌড়াদৌড়ি,1,Spelling,পায়খানা করার আগেই বদনা দিয়ে দৌড়াদৌড়ি
যমুনা যেন গিলে খেতে চাইছে তাজমহলকে ! | Tajmahal | India | Ekattor TV,News,আল্লাহ তুমি আমাদের সকলকে হেফাজতে রাইখো আল্লাহ গো আমার বাংলাদেশে জেনো কেউ বিপদে না পরে আল্লাহ বিপদ আপদ বালা মুসিবত থেকে রক্ষা করো,1,Multiple Errors,আল্লাহ তুমি আমাদের সকলকে হেফাজতে রেখো আল্লাহ গো আমার বাংলাদেশের যেন কেউ বিপদে না পরে আল্লাহ বিপদ আপদ বালা মুসিবত থেকে রক্ষা করো
যমুনা যেন গিলে খেতে চাইছে তাজমহলকে ! | Tajmahal | India | Ekattor TV,News,আল্লাহর বিচার আল্লাহই করে ঠিক আছে বাংলাদেশ কে দুবাই ছিল না পানি ছাইরা দিয়া ওরা একটু দেখুক যে পানিতে বন্যায় ভাসলে কতটা কষ্ট হয়,1,Spelling,আল্লাহর বিচার আল্লাহই করে ঠিক আছে বাংলাদেশ কে দুবাই ছিল না পানি ছেড়ে দিয়ে ওরা একটু দেখুক যে পানিতে বন্যায় ভাসলে কতটা কষ্ট হয়
Oporadhi | Ankur Mahamud Feat Arman Alif | Bangla Song 2018 | Official Video,Entertainment,এই রেকর্ড  কেউ  ১০বছরের মধ্যে  ভাঙতে পারবে না,0,,এই রেকর্ড  কেউ  ১০বছরের মধ্যে  ভাঙতে পারবে না
ইতিহাসের সবথেকে ভয়ংকর দুর্গ | যেখানে একবার ঢুকলে কেউ আর ফেরত আসতো না | History of Daulatabad Fort,Miscellaneous,আপনাকে ধন্যবাদ জানাই সুন্দর ভাবে বুঝানর জন্য,1,Spelling,আপনাকে ধন্যবাদ জানাই সুন্দর ভাবে বুঝানোর জন্য
বার্মা থেকে পালিয়ে আসা রোহিঙ্গাদের বয়ানে নির্যাতনের বর্ণনা। BBC News Bangla,News,আমাকে মতো বাবা হয়ে ও কাটুন দেখেন লাইক দিন,1,Grammatical,আমার মতো বাবা হয়ে ও কাটুন দেখেন লাইক দিন
Meye | মেয়ে |  Ayub Bachchu | Niaz Ahmed Aungshu | AB Kitchen,Entertainment,প্রিয় একটি গান,0,,প্রিয় একটি গান
আন্দালিব রহমান পার্থ: শেখ হাসিনার আত্মীয় হয়েও আওয়ামী লীগের কঠোর সমালোচনা কতটা চাপের?,Politics,চীন হলে এতদিনে কাজ করিয়ে দিতে,0,,চীন হলে এতদিনে কাজ করিয়ে দিতে
বিশ্বকাপের সেমিতে যেতে কয়টি ম্যাচ জিততে হবে বাংলাদেশকে? - নট আউট নোমান,Sports,আমাকে মনে হয় প্রতিটা ম্যাচ জিতার টার্গেট থাকা উচিত,1,Grammatical,আমার মনে হয় প্রতিটা ম্যাচ জিতার টার্গেট থাকা উচিত
"Coffee Houser sei addata Video, Debashis Sengupta_",Entertainment,আমি মালয়শিয়া জসিম ২০০২৩ সাল যশোর সুবর্ণ খালি গ্রাম,0,,আমি মালয়শিয়া জসিম ২০০২৩ সাল যশোর সুবর্ণ খালি গ্রাম
জিয়াউর রহমান: বিএনপির প্রতিষ্ঠাতা ও সাবেক রাষ্ট্রপতির মৃতদেহের খোঁজ মিলে যেভাবে | BBC Bangla,Politics,থ্যাঙ্ক ইউ আন্দালিব রহমান পার্থ ভাই,1,Code Switching,ধন্যবাদ আপনাকে আন্দালিব রহমান পার্থ ভাই
হোয়াইট হাউজে প্রেসিডেন্ট বাইডেনের সামনে মধুর কন্ঠে কুরআন তেলাওয়াত | Quran recitation in White House,Politics,মাশাল্লাহ এমন সুন্দর তেলাওয়াত করার তৌফিক আমাকেও দেও আল্লহ,1,Spelling,মাশাল্লাহ এমন সুন্দর তেলাওয়াত করার তৌফিক আমাকেও দাও আল্লাহ
Khulna Travel Vlog | খুলনা ভ্রমন গল্প,Miscellaneous,তার মানে সবাই এনায়েত ভাইয়ের বউ দেকতে গিয়েছিলেন,1,Spelling,তার মানে সবাই এনায়েত ভাইয়ের বউ দেখতে গিয়েছিলেন
কোন পথে দেশের রাজনীতি? | Bangladesh Politics | PM Sheikh Hasina | Begum Khaleda Zia | Somoy TV,Politics,নিরপেক্ষ তত্ত্বাবধায়ক সরকারের অধীনে নির্বাচন চাই কথা একটাই,0,,নিরপেক্ষ তত্ত্বাবধায়ক সরকারের অধীনে নির্বাচন চাই কথা একটাই
লোডশেডিং আর গরমের চুড়ান্ত সমাধান Jisulife FA13R Rechargeable Fan,Miscellaneous,কি ভাই ইদানিং পাংখা নিয়ে খুব ব্যস্ত পাংখা কি কি বই আছে নাকি,0,,কি ভাই ইদানিং পাংখা নিয়ে খুব ব্যস্ত পাংখা কি কি বই আছে নাকি
ইতিহাসের সবথেকে ভয়ংকর দুর্গ | যেখানে একবার ঢুকলে কেউ আর ফেরত আসতো না | History of Daulatabad Fort,Miscellaneous,আপনাদের ভিডিও দেখে মনের ভিতর অনেক আনন্দ পেলাম ভাই,0,,আপনাদের ভিডিও দেখে মনের ভিতর অনেক আনন্দ পেলাম ভাই
জিয়াউর রহমান: বিএনপির প্রতিষ্ঠাতা ও সাবেক রাষ্ট্রপতির মৃতদেহের খোঁজ মিলে যেভাবে | BBC Bangla,Politics,অভাক হয়ে গেলুম,1,Spelling,অবাক হয়ে গেলাম
বাহুবলী সিনেমার শ্যুটিং হয়েছিলো কেরালার যে জলপ্রপাতে || Bahubali Waterfalls | Athirapilly Waterfalls,Entertainment,আপনার ভিডিও দেকতে ভালো লাগে কিন্তুু ক্যেমেরার কলেটি ভালো করেন,1,Spelling,আপনার ভিডিও দেখতে ভালো লাগে কিন্তুু ক্যেমেরার কলেটি ভালো করেন
"ট্রাকে ট্রাকে ঢুকছে পেঁয়াজ, ধরা অসাধু সিন্ডিকেট | Onion imports | Rtv News",News,অতি লাভ করলে এমনি হয়া দরকার ছিলো,0,,অতি লাভ করলে এমনি হয়া দরকার ছিলো
শাকসবজি কেনা | Gopal Bhar | Superhit Bonanza,Entertainment,বুদ্ধির কাছে সবকিছু,0,,বুদ্ধির কাছে সবকিছু
বাধ্য হয়েই সুযোগ দেয়া হয়েছে তামিমকে ? | Tamim Iqbal | Riyad | Cricket | Ekattor TV,Sports,মাহমুদুল্লাহ তুমি বাংলাদেশকে ক্ষমা করো,0,,মাহমুদুল্লাহ তুমি বাংলাদেশকে ক্ষমা করো
Full Video | ANANTA JALIL & BARSHA | Both Singing | Radio Next 93.2FM,Entertainment,অনন্ত জলিল  ভাই  বালো  মনের একটা মানুষ,1,Spelling,অনন্ত জলিল  ভাই  ভালো  মনের একটা মানুষ
বিএনপির হামলার পর যা বললেন পুলিশের ঊর্ধ্বতন কর্মকর্তা | BNP | DMP | Channel 24,Politics,পুলিশ আইন বোঝে কি মতামত,0,,পুলিশ আইন বোঝে কি মতামত
মাহমুদুল্লাহর সেরা ১০টি ইনিংস || 10 Greatest Innings of Mahmudullah Riyad || Bissoy Bangla,Sports,আসলেই নাসির হোসেইন এর এই লাইন টা মনে থাকবে,0,,আসলেই নাসির হোসেইন এর এই লাইন টা মনে থাকবে
Tejpata | তেজপাতা | Eid Natok 2021 | Apurba | Sabila Nur | New Bangla Natok 2021,Entertainment,নাটক তো বাস্তবতা তুলে ধরেছে বর্তমান সময়ের,0,,নাটক তো বাস্তবতা তুলে ধরেছে বর্তমান সময়ের
HONOR X9A  Review In Bangla ||জাতীয় ক্রাশ!,Miscellaneous,ফোনটা আমি অনেকদিন ধরে ব্যবহার করতেছি ভালোই খারাপ না,1,Spelling,ফোনটা আমি অনেকদিন ধরে ব্যবহার করছি ভালোই খারাপ না
"ব্রেকিং নিউজ, জুনে বাংলাদেশের সাথে প্রীতি ফুটবল ম্যাচ খেলবে আর্জেন্টিনা | Argentina vs Bangladesh",Sports,হয়ত আমি বাংলাদেশী কিন্তু আমি আর্জেন্টিনা সাপোর্ট করব,1,Spelling,হয়তো আমি বাংলাদেশী কিন্তু আমি আর্জেন্টিনা সাপোর্ট করবো
SOFIKER CHALAKI BANGLA FANNY VIDEO,Entertainment,ট সিরিজ এ তুমি বেস্ট চালিয়ে যাও ভাই,0,,ট সিরিজ এ তুমি বেস্ট চালিয়ে যাও ভাই
Nothing Phone 1 First Time Unboxing & Impression 🇧🇩 | ATC,Miscellaneous,ভাই আপনাকে মিরপুর ১ দেখছি লাম,1,Spelling,ভাই আপনাকে মিরপুর ১ দেখেছিলাম
"পূজা মণ্ডপে কোরআন: ঢাকা ও নোয়াখালীতে জুমার নামাজের পর বিক্ষোভ, সংঘর্ষ ও হামলা | BBC Bangla",News,আওয়ামী লীগে যোগ দিন প্লিজ ভাই,0,,আওয়ামী লীগে যোগ দিন প্লিজ ভাই
আমি বিশ্বের সবচেয়ে উষ্ণ স্থানে গিয়েছিলাম (৭০.৭°সে.) লুত মরুভূমি,Miscellaneous,এসব উত্তপ্ত মরুভূমির দিয়ে বিদ্যুৎ তৈরি করা অত্যন্ত উত্তম একটি জায়গা সোলার বিদ্যুৎ এবং উত্তপ্ত বাতাস দিয়ে বায়ু বিদ্যুৎ উৎপাদন করতে পারলে অনেক ব্যবসা সফল একটি কাজ হবে,1,Spelling,এসব উত্তপ্ত মরুভূমি দিয়ে বিদ্যুৎ তৈরি করা অত্যন্ত উত্তম একটি জায়গা সোলার বিদ্যুৎ এবং উত্তপ্ত বাতাস দিয়ে বায়ু বিদ্যুৎ উৎপাদন করতে পারলে অনেক ব্যবসা সফল একটি কাজ হবে
Tejpata | তেজপাতা | Eid Natok 2021 | Apurba | Sabila Nur | New Bangla Natok 2021,Entertainment,নাটক থেকেও নাটকীয় আসলেই সুন্দর,0,,নাটক থেকেও নাটকীয় আসলেই সুন্দর
Nothing Phone 1 First Time Unboxing & Impression 🇧🇩 | ATC,Miscellaneous,আগামি মাসে কেনার প্রস্তুতি চলছে ইনশাআল্লাহ,0,,আগামি মাসে কেনার প্রস্তুতি চলছে ইনশাআল্লাহ
"মীনা, রাজু, মিঠুর মিমিক্রি করে তাক লাগিয়ে দিয়েছেন অথৈ | Oitijya Authoi Roy | Voice Artist | Somoy TV",Entertainment,আপু কবোরে গিয়ে সাপে মিমিকি দিবে আপনার পতিটা চুল একটা সাপ হয়ে খাবে আপনার,1,Spelling,আপু কবরে গিয়ে সাপে মিমিক্রি দিবে আপনার প্রতিটা চুল একটা সাপ হয়ে খাবে আপনার
SOFIKER CHALAKI BANGLA FANNY VIDEO,Entertainment,থোতা ছেলেটা কথা ভালোই,0,,থোতা ছেলেটা কথা ভালোই
তুরস্কের চেয়ে ভয়াবহ ভূমিকম্পের ঝুঁকিতে বাংলাদেশ | BBC Bangla,News,আল্লাহ সবাই বেহেশত নসিব করুক আমিন,1,Grammatical,আল্লাহ সবাইকে  বেহেশত নসিব করুক আমিন
সৌরজগৎ কি ? সব গ্রহ সম্পর্কে বিস্তারিত জানুন | All Planets Information by Facts Knowing,Miscellaneous,সৃষ্টিকর্তার মাহাত্ম্য বর্ণনা করে শেষ করা অসম্ভব,0,,সৃষ্টিকর্তার মাহাত্ম্য বর্ণনা করে শেষ করা অসম্ভব
Putuler Songshar | পুতুলের সংসার | Tanjin Tisha | Sohel Mondal | Rinku | Bangla New Natok 2023,Entertainment,কি বলব আসলে  আমাদের  সমাজ টাই এরকম নাটক টা দেখে চোখের পানি সামলাতে পারলাম না ধন্যবাদ এত সুন্দর  করে নাটক টা তুলে ধরার জন্য,0,,কি বলব আসলে  আমাদের  সমাজ টাই এরকম নাটক টা দেখে চোখের পানি সামলাতে পারলাম না ধন্যবাদ এত সুন্দর  করে নাটক টা তুলে ধরার জন্য
বাংলাদেশ জাতীয় চিড়িয়াখানা মিরপুর। Bangladesh national zoo .,Miscellaneous,দেখার ইচ্ছা ছিলো দেখলাম থ্যাংক ইউ  আপনাকে,1,Code Switching,দেখার ইচ্ছা ছিলো দেখলাম ধন্যবাদ  আপনাকে
স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,বাবারে কি কথার মাষ্টার আলহামদুলিল্লাহ,0,,বাবারে কি কথার মাষ্টার আলহামদুলিল্লাহ
এরদোয়ান | রুটি বিক্রেতা থেকে প্রেসিডেন্ট !,Politics,কি কেন কিভাব মানেই নতুন কিছু শেখা,1,Spelling,কি কেন কিভাবে মানেই নতুন কিছু শেখা
"Monpura | মনপুরা | Chanchal Chowdhury, Fazlur Rahman Babu, Farhana Mili | Bangla Movie",Entertainment,এই সিনেমা দেখে অনেক কেঁদেছি,0,,এই সিনেমা দেখে অনেক কেঁদেছি
Amar Mon Mojaiya Re X Doyal | আমার মন মজাইয়ারে | Slowed & Reverb | Saif Zohan Bangla New Song 2022,Entertainment,খুব সুন্দর গান,0,,খুব সুন্দর গান
করোনা ভাইরাস ভ্যাকসিন: টিকা নিতে আগ্রহী হলে যেসব বিষয় আপনার জানা থাকা জরুরি,News,বলার ভাষা হারিয়ে ফেলেছি,0,,বলার ভাষা হারিয়ে ফেলেছি
চাপাতি দিয়ে কুপিয়ে যুবলীগ কর্মীকে হ'ত্যা | Jubo League workers | Murder | Rtv News,News,এদের বিচার হবে না আইন ওদের কেনা এই দেশে বিচার নাই,0,,এদের বিচার হবে না আইন ওদের কেনা এই দেশে বিচার নাই
বিএনপির হামলার পর যা বললেন পুলিশের ঊর্ধ্বতন কর্মকর্তা | BNP | DMP | Channel 24,Politics,ধন্যবাদ জানাই পুলিশ বাহিনীর সদস্যদের,0,,ধন্যবাদ জানাই পুলিশ বাহিনীর সদস্যদের
তারকাদের কান্ড কীর্তি | Salman Muqtadir | Sabila Noor | Interview | হই হুল্লোর,Entertainment,এই সব বাজে শু কেন কেন হয়,1,Spelling,এই সব বাজে শো কেন হয়
বাংলাদেশে অবাধ-সুষ্ঠু নির্বাচন দেখতে চায় যুক্তরাষ্ট্র| Bangladesh Election | White House | NTV News,Politics,উনাদের দেশে কি আমরা নিবাচন দেখতে যাই,1,Spelling,উনাদের দেশে কি আমরা নির্বাচন দেখতে যাই
যশোরে গ্রামবাসীরা তৈরি করছে হাজার ফুট দীর্ঘ ভাসমান সেতু| BBC News Bangla,News,রক্ষীবাহিনী কোথায় ছিলো,0,,রক্ষীবাহিনী কোথায় ছিলো
পৃথিবীর কেন্দ্র Earth core and Earthquake waves explained in Bangla Ep 101,Miscellaneous,আপনার বিজ্ঞান নিয়ে গবেষণা খুবই খুবই গুরুত্বপূর্ণ এবং সহজভাবে বুঝিয়ে বলেন আর ভাই আমাকে একটা বিষয় জানার ইচ্ছা সেটা হল পৃথিবীর যদি ঘুরতে থাকে তাহলে বিমান কিভাবে গন্তব্যস্থলে পৌঁছায়,1,Grammatical,আপনার বিজ্ঞান নিয়ে গবেষণা খুবই খুবই গুরুত্বপূর্ণ এবং সহজভাবে বুঝিয়ে বলেন আর ভাই আমার একটা বিষয় জানার ইচ্ছা সেটা হল পৃথিবীর যদি ঘুরতে থাকে তাহলে বিমান কিভাবে গন্তব্যস্থলে পৌঁছায়
